keyword,tanggal,username,name,tweet,total retweet,total like,url ID,location,source
omnibuslaw,2020-10-11 02:55:05,Andespen1,Andespen,Top News Koran Rakyat Merdeka Rapat UU Ciptaker Dengan Presiden Anies Nggak Dikasih Waktu Ngomong UUCiptaKerja ciptakerja OmnibusLaw pemerintah Jokowi UUCiptaker RakyatMerdeka RMCoid,3,3,https://twitter.com/twitter/statuses/1315123730402570241,,Twitter for Android
omnibuslaw,2020-10-11 02:55:05,akucangtipp11,Niakkk cangtipp,UU Cipta Kerja sudah diketok tapi draft final belum ada Preseden apa ini Ikatan Alumni UI sangat menyayangkan ini bisa terjadi OmnibusLaw,106,123,https://twitter.com/twitter/statuses/1315123728238309377,,Twitter Web App
omnibuslaw,2020-10-11 02:55:01,rockygerungcom,ROCKY GERUNG (IG: rockygerungcom),Quore problemnya bukan hanya Omnibus Law lagi sekarang tapi kepercayaan kepada pemerintah kepercayaan itu makin berkurang menyusut karena presiden kabur dari istana akalsehat omnibuslaw quoteoftheday rockygerungquote rockygerungofficial rockygerungcom rockygerung,0,0,https://twitter.com/twitter/statuses/1315123711800868865,"Kota Manado, Indonesia",Twitter for Android
omnibuslaw,2020-10-11 02:54:56,cikocci21,cikocci,Sebuah Ceritafoto tentang aksi penolakan UU Cipta Kerja Omnibuslaw pada kamis 8 10 20 di Harmoni Jakarta Pusat berujung ricuh Bentrokan antara polisi dan massa aksi tidak terhindarkan sejak sore hingga malam hari Sebuah Utas,625,1442,https://twitter.com/twitter/statuses/1315123692364414976,Indonesia,Twitter for Android
omnibuslaw,2020-10-11 02:54:55,akbar_pahlev,🔁 Reza Akbar Pahlevi 🔁,Sobat tak usah sok konstitusional tuntut Perpu Omnibuslaw atau ajak JR ke MK Itu semua omong kosong UU Tax Amnesti UU KPK serta UU darurat Covid sudah pernah didesak keluarkan Perpu tapi semuanya hanya jadi pimpong Gugatan ke MK hanya kanalisasi kemarahan PEOPLE POWER,146,322,https://twitter.com/twitter/statuses/1315123688140759040,Negara Yg dibangkrutkan,Twitter for Android
omnibuslaw,2020-10-11 02:54:37,johay127,Ay²⁹🍳,Beli 5 album tebelnya uda sama kaya UU Omnibuslaw ga sih fay,0,0,https://twitter.com/twitter/statuses/1315123611246620672,,Twitter for iPhone
omnibuslaw,2020-10-11 02:54:34,tira34343491,tira,Kritik pada omnibuslaw tak dijawab kabinet Presiden Contoh pesangon Bedakan UUCiptaKerja dgn UU Ketenagakerjaan 2003 Nilai uang pesangon diubah dari paling sedikit dari periode kerja jadi paling banyak,824,1541,https://twitter.com/twitter/statuses/1315123597816393729,,Twitter for Android
omnibuslaw,2020-10-11 02:54:22,auditnat,n a t a,Sebuah Ceritafoto tentang aksi penolakan UU Cipta Kerja Omnibuslaw pada kamis 8 10 20 di Harmoni Jakarta Pusat berujung ricuh Bentrokan antara polisi dan massa aksi tidak terhindarkan sejak sore hingga malam hari Sebuah Utas,625,1442,https://twitter.com/twitter/statuses/1315123549980356608,,Twitter for Android
omnibuslaw,2020-10-11 02:54:18,serambinews,Serambi Indonesia,Viral UUCiptaKerja OmnibusLaw Unggahan video itu dibagikan salah satunya oleh akun Twitter pada Jumat 9 10 2020 lalu Dalam unggahannya terdapat enam video TikTok dengan narasi yang serupa untuk mengancam DPR,0,0,https://twitter.com/twitter/statuses/1315123533496737792,Aceh,TweetDeck
omnibuslaw,2020-10-11 02:54:14,EkonomiTerkini,Berita Ekonomi Terkini,Top News Koran Rakyat Merdeka Rapat UU Ciptaker Dengan Presiden Anies Nggak Dikasih Waktu Ngomong UUCiptaKerja ciptakerja OmnibusLaw pemerintah Jokowi UUCiptaker RakyatMerdeka RMCoid,3,3,https://twitter.com/twitter/statuses/1315123515184431104,,Twitter for Android
