keyword,tanggal,username,name,tweet,total retweet,total like,url ID,location,source
indihome,2020-10-14 00:10:50,cikgubewsar,sensitive human🌞,cobain dulu pake indihome,0,0,https://twitter.com/twitter/statuses/1316169558244257792,"Depok, Indonesia",Twitter for Android
indihome,2020-10-14 00:10:49,ellysgitaa,E!,INI MASIH PADA MOLOR APA GIMANA,0,0,https://twitter.com/twitter/statuses/1316169552410025985,near earth,Twitter for Android
indihome,2020-10-14 00:10:24,tahulku,Akbar,Ada yg putus bil kabel nya Hubungi teknisi aja via aplikasi,0,0,https://twitter.com/twitter/statuses/1316169448781275136,KL,Twitter Web App
indihome,2020-10-14 00:10:12,IndiHome,IndiHome,Hallo Sobat mengenai kendalanya Saskia cek sudah terdapat pelaporan dinomor tiket IN 77 65 31 59 Saat ini masih dalam penanganan dan sudah dibantu follow up agar dilakukan percepatan Berkenan menunggu progress selanjutnya ya Oh iya Saskia sarankan un 1 2,0,0,https://twitter.com/twitter/statuses/1316169396772110337,,IndiHomeDigitalMedia
indihome,2020-10-14 00:09:21,stardustinsoul,acil,kok wifi dirumah aku lemot,0,0,https://twitter.com/twitter/statuses/1316169186117218304,museum,Twitter for iPhone
indihome,2020-10-14 00:09:18,syifu,🐥,jangan ngadi ngadi please wifi no internet connection jam 8 ada sekolah daring Kindly check your DM ASAP TRIMS,0,0,https://twitter.com/twitter/statuses/1316169172900933632,🇮🇩,Twitter for Android
indihome,2020-10-14 00:08:50,AsadUmay,Asad Umay,pggl aku fadhilatus syeikh al kiram umay,0,0,https://twitter.com/twitter/statuses/1316169054768427008,"Yogyakarta, Indonesia",Twitter Web App
indihome,2020-10-14 00:08:42,KangMmman,aafif...01,mana sebentar lagi ada kelas ni pak,0,0,https://twitter.com/twitter/statuses/1316169020932988931,,Twitter for Android
indihome,2020-10-14 00:07:59,dwip_aji,Dwi P. Aji,xxx465 apakah sdg gangguan,0,0,https://twitter.com/twitter/statuses/1316168839286059009,Indonesia,Twitter for Android
indihome,2020-10-14 00:07:49,akukangatauu,vaa,Indihome ibarat siput yang berjalan,0,0,https://twitter.com/twitter/statuses/1316168798488072192,"Tabanan, Indonesia",Twitter for Android
indihome,2020-10-14 00:07:20,KangMmman,aafif...01,Mon maap ni pak kenapa WiFi di rumah saya lemot sekali lokasi Sidoarjo kec taman sepanjang,0,0,https://twitter.com/twitter/statuses/1316168678950400000,,Twitter for Android
indihome,2020-10-14 00:06:53,whiteswann75,naw 🦢,Halo mas atau mbak Kok jaringan aku lemot banget sih,0,0,https://twitter.com/twitter/statuses/1316168561920884736,She/her ,Twitter for Android
indihome,2020-10-14 00:06:42,Sparrowexpert,TheDucktator,Iy walaupun bisa di buka sama aja ngelag banget jadinya kadang gak bisa di buka sama sekali,0,0,https://twitter.com/twitter/statuses/1316168519369678848,Local pond,Twitter Web App
